ip,asn,asn_registry,asn_description,country_rdap,org_name_rdap,rdap_error,arin_handle,arin_name,arin_type,arin_start_ip,arin_end_ip,arin_country,arin_parent,arin_abuse_email,geo_country,geo_region,geo_city,geo_location,org,hostname,reverse_dns,is_valid_ip
86.54.31.44,12989,ripencc,"BLACKHOST AS12989.NET, CA",NL,BlackHOST Administration; BlackHOST-LTD; BlackHOST Abuse Team; BlackHOST Support Team,,86.54.31.32 - 86.54.31.47,Shodan,ASSIGNED PA,86.54.31.32,86.54.31.47,NL,86.54.31.0 - 86.54.31.255,abuse@black.host,NL,North Holland,Amsterdam,"52.3740,4.8897",AS12989 Black HOST Ltd,yellow.census.shodan.io,yellow.census.shodan.io,True
101.36.111.179,135377,apnic,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",HK,UCLOUD INFORMATION TECHNOLOGY HK LIMITED; UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED; IRT-UCLOUD-HK,,101.36.96.0 - 101.36.127.255,UCLOUD-HK,ALLOCATED PORTABLE,101.36.96.0,101.36.127.255,HK,,hegui@ucloud.cn,HK,Hong Kong,Hong Kong,"22.2783,114.1747",AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,,,True
66.154.119.88,7393,arin,"CYBERCON - CYBERCON, INC., US",,Abuse Department; QuadraNet Abuse; Network Operation; ASSERTIVENET,,NET-66-154-96-0-1,ASSERTIVENETWORKS,DIRECT ALLOCATION,66.154.96.0,66.154.127.255,,NET-66-0-0-0-0,abuse@assertivenetworks.ca,US,Missouri,St. Louis,"38.6273,-90.1979","AS7393 CYBERCON, INC.",,,True
64.62.197.80,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-197-0-1,HURRICANE-CE2897-4E693F5B,ALLOCATION,64.62.197.0,64.62.197.255,,NET-64-62-128-0-1,,US,California,San Jose,"37.3394,-121.8950",AS6939 Hurricane Electric LLC,scan-46d.shadowserver.org,scan-46d.shadowserver.org,True
64.62.197.32,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-64-62-197-0-1,HURRICANE-CE2897-4E693F5B,ALLOCATION,64.62.197.0,64.62.197.255,,NET-64-62-128-0-1,,US,California,San Jose,"37.3394,-121.8950",AS6939 Hurricane Electric LLC,scan-37a.shadowserver.org,scan-37a.shadowserver.org,True
103.61.123.132,135905,apnic,"VNPT-AS-VN VIETNAM POSTS AND TELECOMMUNICATIONS GROUP, VN",VN,Tran Trung Nam; IRT-VNNIC-AP; Vu Xuan Canh,,103.61.122.0 - 103.61.123.255,H2-VN,ALLOCATED PORTABLE,103.61.122.0,103.61.123.255,VN,,hm-changed@vnnic.vn,VN,Hanoi,Hanoi,"21.0245,105.8412",AS135905 VIETNAM POSTS AND TELECOMMUNICATIONS GROUP,,,True
212.28.207.194,3301,ripencc,"TELIANET-SWEDEN Telia Company, SE",SE,Klas Odelid; TELIANET-LIR; Tuomas Juupaluoma; Abuse-C Role,,212.28.207.192 - 212.28.207.199,TGCI-TRIVECTOR-1,ASSIGNED PA,212.28.207.192,212.28.207.199,SE,212.28.192.0 - 212.28.223.255,abuse@telia.com,SE,Skåne,Lund,"55.7028,13.1927",AS3301 Telia Company AB,,,True
47.91.97.187,45102,arin,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",,Alibaba Cloud - AE(Dubai); Alibaba Cloud LLC,,NET-47-91-96-0-1,ALIBABA CLOUD - AE,ASSIGNMENT,47.91.96.0,47.91.127.255,,NET-47-88-0-0-1,,AE,Dubai,Dubai,"25.0772,55.3093","AS45102 Alibaba (US) Technology Co., Ltd.",,,True
176.65.149.30,51396,ripencc,"PFCLOUD Pfcloud UG, DE",NL,Admin; pfcloud-mnt; MNT-ZEXOTEK; Pfcloud UG,,176.65.149.0 - 176.65.149.255,PFCLOUD-NET-2,ASSIGNED PA,176.65.149.0,176.65.149.255,NL,176.65.128.0 - 176.65.159.255,abuse@pfcloud.io,NL,Limburg,Hopel,"50.8924,6.0505",AS51396 Pfcloud UG,176.65.149.30.ptr.pfcloud.network,176.65.149.30.ptr.pfcloud.network,True
45.148.10.187,48090,ripencc,"DMZHOST, GB",AD,ABUSE DEP; TECHOFF-MNT; TECHOFF SRV LIMITED,,45.148.10.0 - 45.148.10.255,DMZHOST,ASSIGNED PA,45.148.10.0,45.148.10.255,AD,45.148.8.0 - 45.148.11.255,dmzhostabuse@gmail.com,GB,England,Ipswich,"52.0592,1.1555",AS48090 TECHOFF SRV LIMITED,,,True
51.158.205.203,12876,ripencc,"Online SAS, FR",NL,Scaleway; ONLINE-NET-MNT; Mickael Marchand; Scaleway Abuse,,51.158.128.0 - 51.158.255.255,SCALEWAY-AMS,LEGACY,51.158.128.0,51.158.255.255,NL,51.158.0.0 - 51.158.255.255,abuse@scaleway.com,NL,North Holland,Amsterdam,"52.3740,4.8897",AS12876 Scaleway SAS,7934cbfb-536a-48fe-a6f0-009f98ceb9ac.nl-ams-1.baremetal.scw.cloud,7934cbfb-536a-48fe-a6f0-009f98ceb9ac.nl-ams-1.baremetal.scw.cloud,True
41.63.63.134,37532,afrinic,"ZAMREN, ZM",ZM,Stein Mkandawire; Bonny Khunga,,41.63.63.0 - 41.63.63.255,,ASSIGNED PA,41.63.63.0,41.63.63.255,ZM,41.63.0.0 - 41.63.63.255,,ZM,Lusaka Province,Lusaka,"-15.4067,28.2871",AS37532 Zambia Research and Education Network (ZAMREN),,,True
88.210.63.190,211736,ripencc,"FDN3, UA",NL,Dmytro Nedilskyi; FDN3-MNT; MEREZHA-MNT; Abuse-C Role; LocalNCC-mnt; FOP Dmytro Nedilskyi,,88.210.63.0 - 88.210.63.255,ORG-FDN3-RIPE,ASSIGNED PA,88.210.63.0,88.210.63.255,NL,88.210.60.0 - 88.210.63.255,abusepwnx@gmail.com,NL,Flevoland,Lelystad,"52.5083,5.4750",AS211736 FOP Dmytro Nedilskyi,,,True
89.167.60.183,24940,ripencc,"HETZNER-AS, DE",FI,Dennis Diehm; Sebastian Krannich; Martin Fritzsche; Guenther Mueller; HOS-GUN; Hetzner Online GmbH; Stephan Konvickova; Hetzner Online GmbH - Contact Role; Martin Hetzner,,89.167.48.0 - 89.167.63.255,CLOUD-HEL1,ASSIGNED PA,89.167.48.0,89.167.63.255,FI,89.167.0.0 - 89.167.127.255,abuse@hetzner.com,FI,Uusimaa,Helsinki,"60.1695,24.9354",AS24940 Hetzner Online GmbH,static.183.60.167.89.clients.your-server.de,static.183.60.167.89.clients.your-server.de,True
91.231.89.116,213412,ripencc,"ONYPHE, FR",FR,Abuse-C Role; RIPE-NCC-HM-MNT; ONYPHE SAS; lir-fr-onyphe-1-MNT; Admin,,91.231.89.0 - 91.231.89.255,FR-ONYPHE-20191111,ALLOCATED PA,91.231.89.0,91.231.89.255,FR,0.0.0.0 - 255.255.255.255,abuse@onyphe.io,FR,Hauts-de-France,Gravelines,"50.9865,2.1281",AS213412 ONYPHE SAS,mcintosh.probe.onyphe.net,mcintosh.probe.onyphe.net,True
130.131.162.246,8075,ripencc,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",US,"MICROSOFT-MAINT; Divya Quamara; Microsoft Abuse Contact; Microsoft Routing, Peering, and DNS",,130.131.128.0 - 130.131.255.255,cloud,ASSIGNED PA,130.131.128.0,130.131.255.255,US,130.131.0.0 - 130.131.255.255,abuse@microsoft.com,US,Iowa,Des Moines,"41.6005,-93.6091",AS8075 Microsoft Corporation,azpdcgb10807.stretchoid.com,azpdcgb10807.stretchoid.com,True
154.83.197.140,135377,afrinic,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",US,Cloud Innovation Support,,154.83.197.0 - 154.83.197.255,,ASSIGNED PA,154.83.197.0,154.83.197.255,US,154.80.0.0 - 154.95.255.255,,US,California,Los Angeles,"34.0522,-118.2437",AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,,,True
66.132.172.116,398324,arin,"CENSYS-ARIN-01 - Censys, Inc., US",,"Censys Abuse Team; Censys Operations Team; Censys, Inc.; Censys Legal Team",,NET-66-132-172-0-1,CENSY,DIRECT ALLOCATION,66.132.172.0,66.132.172.255,,NET-66-0-0-0-0,,US,Illinois,Chicago,"41.8500,-87.6500","AS398324 Censys, Inc.",116.172.132.66.censys-scanner.com,116.172.132.66.censys-scanner.com,True
92.118.39.212,47890,ripencc,"UNMANAGED-DEDICATED-SERVERS, GB",NL,TECHOFF-MNT; CYBR-DMZ; DMZHOST; Abuse contact role object,,92.118.39.0 - 92.118.39.255,DMZHOST,ASSIGNED PA,92.118.39.0,92.118.39.255,NL,92.118.36.0 - 92.118.39.255,dmzhostabuse@gmail.com,RO,Timiș County,Timişoara,"45.7537,21.2257",AS47890 UNMANAGED LTD,,,True
4.193.188.100,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; Dawn Bedard; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-4-192-0-0-2,MSFT,DIRECT ALLOCATION,4.192.0.0,4.207.255.255,,NET-4-0-0-0-0,,SG,Singapore,Singapore,"1.2897,103.8501",AS8075 Microsoft Corporation,,,True
165.154.48.24,135377,apnic,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",ID,UCLOUD INFORMATION TECHNOLOGY HK LIMITED; IRT-UCLOUD-HK,,165.154.48.0 - 165.154.49.255,UCLOUD-ID,ALLOCATED NON-PORTABLE,165.154.48.0,165.154.49.255,ID,,hegui@ucloud.cn,ID,Jakarta,Jakarta,"-6.2146,106.8451",AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,,,True
43.106.133.196,45102,apnic,"ALIBABA-CN-NET Alibaba US Technology Co., Ltd., CN",SG,IRT-ASEPL-SG; Alibaba Cloud (Singapore) Private Limited; Alibabacom Singapore E-Commerce Private Limited a,,43.0.0.0 - 43.127.255.255,ASEPL-SG,ALLOCATED PORTABLE,43.0.0.0,43.127.255.255,SG,,abuse@alibaba-inc.com,SG,Singapore,Singapore,"1.2897,103.8501","AS45102 Alibaba (US) Technology Co., Ltd.",,,True
45.156.129.116,211680,ripencc,"AS-BITSIGHT, PT",US,Data Operations; MNT-BST; Abuse-C Role,,45.156.129.0 - 45.156.129.255,INAP-CHI-1,ASSIGNED PA,45.156.129.0,45.156.129.255,US,45.156.128.0 - 45.156.131.255,optout@internet-census.org,US,Illinois,Chicago,"41.8500,-87.6500","AS211680 NSEC - Sistemas Informaticos, S.A.",sh-chi-us-gp6-wk110a.internet-census.org,sh-chi-us-gp6-wk110a.internet-census.org,True
71.6.232.20,10439,arin,"CARINET - CariNet, Inc., US",,"Daniel Romero McMillen; CariNet, Inc.; CariNet Abuse; CariNet Networking",,NET-71-6-128-0-1,CARINET-5,DIRECT ALLOCATION,71.6.128.0,71.6.255.255,,NET-71-0-0-0-0,,US,California,San Diego,"32.7157,-117.1647","AS10439 CariNet, Inc.",,,True
222.180.2.62,4134,apnic,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,Zhengmei Li; IRT-CHINANET-CQ,,222.180.2.60 - 222.180.2.63,FengDuQiFeiWangBa,ALLOCATED NON-PORTABLE,222.180.2.60,222.180.2.63,CN,,ipmanager.cq@chinatelecom.cn,CN,Chongqing,Chongqing,"29.5603,106.5577",AS4134 CHINANET-BACKBONE,,,True
116.34.14.135,,,,,,HTTP lookup failed for https://xn--c79as89aj0e29b77z.xn--3e0b707e/eng/whois.jsc.,116.32.0.0 - 116.47.255.255,Xpeed-KR,ALLOCATED PORTABLE,116.32.0.0,116.47.255.255,KR,,hostmaster@nic.or.kr,KR,Seoul,Seoul,"37.5660,126.9784",AS17858 LG POWERCOMM,,,True
109.105.210.52,21859,ripencc,"ZEN-ECN - Zenlayer Inc, US",US,"MNT-BST; NSEC - Sistemas Informaticos, S.A.; Abuse-C Role",,109.105.210.0 - 109.105.210.255,ICG-ZEN-DFW,ASSIGNED PA,109.105.210.0,109.105.210.255,US,109.105.208.0 - 109.105.215.255,optout@internet-census.org,US,Texas,Dallas,"32.7831,-96.8067",AS21859 Zenlayer Inc,zl-dfwc-us-gp1-wk106a.internet-census.org,zl-dfwc-us-gp1-wk106a.internet-census.org,True
80.94.95.216,204428,ripencc,"SS-NET, BG",GB,UNMANAGED; ro-btel2-1-mnt; UNMANAGED LTD NOC - NETWORK OPERATIONS CENTER; Abuse-C Role,,80.94.95.0 - 80.94.95.255,UNMANAGED-LTD,ASSIGNED PA,80.94.95.0,80.94.95.255,GB,80.94.92.0 - 80.94.95.255,abuse@bunea.eu,RO,Timiș County,Timişoara,"45.7537,21.2257",AS204428 SS-Net,,,True
195.178.110.23,48090,ripencc,"DMZHOST, GB",AD,ABUSE DEP; TECHOFF-MNT; MNT-NETERRA; TECHOFF SRV LIMITED,,195.178.110.0 - 195.178.110.255,TECHOFF_SRV_LIMITED,ASSIGNED PA,195.178.110.0,195.178.110.255,AD,195.178.110.0 - 195.178.111.255,dmzhostabuse@gmail.com,NL,North Holland,Amsterdam,"52.3740,4.8897",AS48090 TECHOFF SRV LIMITED,,,True
217.209.13.98,3301,ripencc,"TELIANET-SWEDEN Telia Company, SE",SE,TELIANET-LIR; TeliaNet Registry; Abuse-C Role,,217.209.0.0 - 217.209.255.255,TELIANET,ASSIGNED PA,217.209.0.0,217.209.255.255,SE,217.208.0.0 - 217.215.255.255,abuse@telia.com,SE,Västra Götaland,Lidköping,"58.5052,13.1577",AS3301 Telia Company AB,217-209-13-98-no600.tbcn.telia.com,217-209-13-98-no600.tbcn.telia.com,True
123.118.1.90,4808,apnic,"CHINA169-BJ China Unicom Beijing Province Network, CN",CN,sun ying; ChinaUnicom Hostmaster; IRT-CU-CN,,123.112.0.0 - 123.127.255.255,UNICOM-BJ,ALLOCATED PORTABLE,123.112.0.0,123.127.255.255,CN,,zhaoyz3@chinaunicom.cn,CN,Beijing,Beijing,"39.9075,116.3972",AS4808 China Unicom Beijing Province Network,,,True
85.18.115.154,12874,ripencc,"FASTWEB, IT",IT,Fastweb Abuse; GIOVANNI AMISANO; FASTWEB-MNT; IP Registration Service NIS,,85.18.115.152 - 85.18.115.159,FASTWEB-PROVINCIA_DI_LOMBARDIA_DEI_FRATI_MINORI_CAPPUCCINI,ASSIGNED PA,85.18.115.152,85.18.115.159,IT,85.18.0.0 - 85.18.255.255,abuse@fastweb.it,IT,Lombardy,Milan,"45.4643,9.1895",AS12874 Fastweb SpA,85-18-115-154.ip.mob-sol.it,85-18-115-154.ip.mob-sol.it,True
114.35.133.70,3462,apnic,"HINET Data Communication Business Group, TW",TW,HINET Network-Adm,,114.35.0.0 - 114.35.255.255,HINET-NET,ASSIGNED NON-PORTABLE,114.35.0.0,114.35.255.255,TW,,,TW,Taiwan,Taichung,"24.1469,120.6839",AS3462 Data Communication Business Group,114-35-133-70.hinet-ip.hinet.net,114-35-133-70.hinet-ip.hinet.net,True
91.231.89.253,213412,ripencc,"ONYPHE, FR",FR,Abuse-C Role; RIPE-NCC-HM-MNT; ONYPHE SAS; lir-fr-onyphe-1-MNT; Admin,,91.231.89.0 - 91.231.89.255,FR-ONYPHE-20191111,ALLOCATED PA,91.231.89.0,91.231.89.255,FR,0.0.0.0 - 255.255.255.255,abuse@onyphe.io,FR,Hauts-de-France,Gravelines,"50.9865,2.1281",AS213412 ONYPHE SAS,dickerson.probe.onyphe.net,dickerson.probe.onyphe.net,True
106.119.154.56,4134,apnic,"CHINANET-BACKBONE No.31,Jin-rong Street, CN",CN,Chinanet Hostmaster; IRT-CHINANET-CN; Bin Ren,,106.112.0.0 - 106.119.255.255,CHINANET-HE,ALLOCATED PORTABLE,106.112.0.0,106.119.255.255,CN,,anti-spam@chinatelecom.cn,CN,Hebei,Shijiazhuang,"38.0414,114.4786",AS4134 CHINANET-BACKBONE,,,True
193.142.146.230,213438,ripencc,"COLOCATEL-INC Colocatel Network - High Bandwidth Dedicated Servers, SC",NL,colocatel-mnt; ColocaTel Inc.; Colocatel Inc.,,193.142.146.0 - 193.142.146.255,ColocaTel-IP-Range,ASSIGNED PA,193.142.146.0,193.142.146.255,NL,193.142.146.0 - 193.142.147.255,abuse@colocatel.com,NL,North Holland,Amsterdam,"52.3740,4.8897",AS213438 ColocaTel Inc.,,,True
91.196.152.186,213412,ripencc,"ONYPHE, FR",FR,Abuse-C Role; RIPE-NCC-HM-MNT; ONYPHE SAS; lir-fr-onyphe-1-MNT; Admin,,91.196.152.0 - 91.196.152.255,FR-ONYPHE-20221220,ALLOCATED PA,91.196.152.0,91.196.152.255,FR,0.0.0.0 - 255.255.255.255,abuse@onyphe.io,FR,Hauts-de-France,Roubaix,"50.6942,3.1746",AS213412 ONYPHE SAS,lorcan.probe.onyphe.net,lorcan.probe.onyphe.net,True
85.217.140.10,209334,ripencc,"MODAT-01, NL",FR,Abuse-C Role; RIPE-NCC-HM-MNT; lir-nl-modat-1-MNT; Modat B.V.; security,,85.217.140.0 - 85.217.140.255,NL-MODAT-20050118,ALLOCATED PA,85.217.140.0,85.217.140.255,FR,0.0.0.0 - 255.255.255.255,abuse@modat.io,FR,Hauts-de-France,Gravelines,"50.9865,2.1281",AS209334 Modat B.V.,o310.scanner.modat.io,o310.scanner.modat.io,True
20.168.127.116,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Dawn Bedard; Somesh Chaturmohta; Microsoft Routing, Peering, and DNS",,NET-20-160-0-0-1,MSFT,DIRECT ALLOCATION,20.160.0.0,20.175.255.255,,NET-20-0-0-0-0,,US,Arizona,Phoenix,"33.4484,-112.0740",AS8075 Microsoft Corporation,azpdwgxu2j06.stretchoid.com,azpdwgxu2j06.stretchoid.com,True
45.149.173.195,62240,ripencc,"CLOUVIDER Clouvider - Global ASN, GB",US,Julita Oskroba; Clouvider Limited; Private Customer - Clouvider - Direct - 3860; CLOUVIDER-MNT; Clouvider NOC; Clouvider Hostmaster; Marcin Osinski; Dominik Nowacki,,45.149.173.192 - 45.149.173.199,CLOUVIDER-HB-CLIENT-3860,ASSIGNED PA,45.149.173.192,45.149.173.199,US,45.149.172.0 - 45.149.173.255,abuse@clouvider.net,US,California,Los Angeles,"34.0522,-118.2437",AS62240 Clouvider,,,True
106.15.238.36,37963,apnic,"ALIBABA-CN-NET Hangzhou Alibaba Advertising Co.,Ltd., CN",CN,Guoxin Gao; IRT-ALISOFT-CN; Guowei Pan; security trouble; Li Jia,,106.14.0.0 - 106.15.255.255,ALISOFT,ALLOCATED PORTABLE,106.14.0.0,106.15.255.255,CN,,didong.jc@alibaba-inc.com,CN,Shanghai,Shanghai,"31.2222,121.4581","AS37963 Hangzhou Alibaba Advertising Co.,Ltd.",,,True
77.90.185.75,213790,ripencc,"LIMITEDNETWORK-AS, GB",GB,RipeDB; LimitedNetwork-MNT; Abuse contact role object; Limited Network LTD,,77.90.185.0 - 77.90.185.255,LIMITED-NETWORK,SUB-ALLOCATED PA,77.90.185.0,77.90.185.255,GB,77.90.128.0 - 77.90.191.255,abuse@btcloud.ro,LT,Vilnius,Vilnius,"54.6892,25.2798",AS213790 Limited Network LTD,,,True
91.231.89.80,213412,ripencc,"ONYPHE, FR",FR,Abuse-C Role; RIPE-NCC-HM-MNT; ONYPHE SAS; lir-fr-onyphe-1-MNT; Admin,,91.231.89.0 - 91.231.89.255,FR-ONYPHE-20191111,ALLOCATED PA,91.231.89.0,91.231.89.255,FR,0.0.0.0 - 255.255.255.255,abuse@onyphe.io,FR,Hauts-de-France,Gravelines,"50.9865,2.1281",AS213412 ONYPHE SAS,corban.probe.onyphe.net,corban.probe.onyphe.net,True
104.28.254.46,13335,arin,"CLOUDFLARENET - Cloudflare, Inc., US",,"Cloudflare-NOC; Abuse; Admin; Cloudflare, Inc.; NOC",,NET-104-16-0-0-1,CLOUDFLARENET,DIRECT ALLOCATION,104.16.0.0,104.31.255.255,,NET-104-0-0-0-0,abuse@cloudflare.com,SG,Singapore,Singapore,"1.2897,103.8501","AS13335 Cloudflare, Inc.",,,True
154.144.245.68,6713,afrinic,"IAM-AS, MA",MA,SEPFS Maroc Telecom; DEMPFS Maroc Telecom,,154.144.0.0 - 154.144.255.255,,ASSIGNED PA,154.144.0.0,154.144.255.255,MA,154.144.0.0 - 154.151.255.255,,MA,Casablanca-Settat,Casablanca,"33.5883,-7.6114",AS6713 Office National des Postes et Telecommunications ONPT (Maroc Telecom) / IAM,,,True
195.133.243.66,29226,ripencc,"MASTERTEL-AS Moscow, Russia, RU",RU,MASTERTEL-MNT; Mastertel Admins; Abuse-C Role,,195.133.243.64 - 195.133.243.67,MASTERTEL-1000012318,ASSIGNED PA,195.133.243.64,195.133.243.67,RU,195.133.240.0 - 195.133.255.255,noc@mastertel.ru,RU,Moscow,Moscow,"55.7520,37.6178",AS29226 JSC Mastertel,195-133-243-66.in-addr.mastertelecom.ru,195-133-243-66.in-addr.mastertelecom.ru,True
104.248.232.41,14061,arin,"DIGITALOCEAN-ASN - DigitalOcean, LLC, US",,"DigitalOcean, LLC; DigitalOcean Abuse; Network Operations Center",,NET-104-248-0-0-1,DIGITALOCEAN-104-248-0-0,DIRECT ALLOCATION,104.248.0.0,104.248.255.255,,NET-104-0-0-0-0,,US,New Jersey,North Bergen,"40.8043,-74.0121","AS14061 DigitalOcean, LLC",,,True
170.106.82.209,132203,apnic,"TENCENT-NET-AP-CN Tencent Building, Kejizhongyi Avenue, CN",US,IRT-ACEVILLEPTELTD-SG; ACEVILLE PTELTD administrator,,170.106.0.0 - 170.106.167.255,ACEVILLEPTELTD-SG,ALLOCATED NON-PORTABLE,170.106.0.0,170.106.167.255,US,,abuse@tencent.com,US,California,Santa Clara,"37.3541,-121.9552","AS132203 Tencent Building, Kejizhongyi Avenue",,,True
66.132.172.224,398324,arin,"CENSYS-ARIN-01 - Censys, Inc., US",,"Censys Abuse Team; Censys Operations Team; Censys, Inc.; Censys Legal Team",,NET-66-132-172-0-1,CENSY,DIRECT ALLOCATION,66.132.172.0,66.132.172.255,,NET-66-0-0-0-0,,US,Illinois,Chicago,"41.8500,-87.6500","AS398324 Censys, Inc.",224.172.132.66.censys-scanner.com,224.172.132.66.censys-scanner.com,True
138.124.30.225,41745,ripencc,"FORTIS-AS Hosting services, RU",NL,Baykov Ilya Sergeevich; Fortis abuse role object; hip-hosting; HIP-MNT; Fortis Host; HIP-SUPPORT-MNT; HIP-IB-MNT,,138.124.30.0 - 138.124.30.255,IBCS,LEGACY,138.124.30.0,138.124.30.255,NL,138.124.0.0 - 138.124.63.255,abuse@fortis.host,NL,Flevoland,Dronten,"52.5250,5.7181",AS41745 Baykov Ilya Sergeevich,,,True
176.65.149.230,51396,ripencc,"PFCLOUD Pfcloud UG, DE",NL,Admin; pfcloud-mnt; MNT-ZEXOTEK; Pfcloud UG,,176.65.149.0 - 176.65.149.255,PFCLOUD-NET-2,ASSIGNED PA,176.65.149.0,176.65.149.255,NL,176.65.128.0 - 176.65.159.255,abuse@pfcloud.io,NL,Limburg,Hopel,"50.8924,6.0505",AS51396 Pfcloud UG,176.65.149.230.ptr.pfcloud.network,176.65.149.230.ptr.pfcloud.network,True
51.159.105.145,12876,ripencc,"Online SAS, FR",FR,Scaleway Abuse; ONLINESAS-MNT; Mickael Marchand; ONLINE-NET-MNT; Scaleway,,51.159.0.0 - 51.159.255.255,ONLINENET_DEDICATED_SERVERS,LEGACY,51.159.0.0,51.159.255.255,FR,51.158.0.0 - 51.159.255.255,abuse@scaleway.com,FR,Île-de-France,Paris,"48.8534,2.3488",AS12876 Scaleway SAS,server105145.webhi.org,server105145.webhi.org,True
117.34.125.173,134768,apnic,"CHINANET-SHAANXI-CLOUD-BASE CHINANET SHAANXI province Cloud Base network, CN",CN,Chinanet Hostmaster; Xianghong Cao; IRT-CHINANET-CN,,117.32.0.0 - 117.39.255.255,CHINANET-SN,ALLOCATED PORTABLE,117.32.0.0,117.39.255.255,CN,,anti-spam@chinatelecom.cn,CN,Shaanxi,Xi’an,"34.2583,108.9286",AS134768 CHINANET SHAANXI province Cloud Base network,,,True
40.82.214.8,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Microsoft Corporation; Microsoft Abuse Contact; Prachi Singh; Microsoft Routing, Peering, and DNS",,NET-40-74-0-0-1,MSFT,DIRECT ALLOCATION,40.74.0.0,40.125.127.255,,NET-40-0-0-0-0,,AU,New South Wales,Sydney,"-33.8678,151.2073",AS8075 Microsoft Corporation,,,True
65.20.233.110,203214,ripencc,"HULUMTELE, IQ",IQ,ae-earthlink-dmcc-1-mnt; Abuse-C Role; Qussay Alkhateeb; RIPE-NCC-HM-MNT; Earthlink Telecommunications Equipment Trading & Services DMCC,,65.20.128.0 - 65.20.255.255,AE-EARTHLINK-DMCC-20010129,ALLOCATED PA,65.20.128.0,65.20.255.255,IQ,0.0.0.0 - 255.255.255.255,abuse@earthlink.iq,IQ,Karbala,Karbala,"32.6160,44.0249",AS203214 Hulum Almustakbal Company for Communication Engineering and Services Ltd,,,True
123.58.213.117,135377,apnic,"UCLOUD-HK-AS-AP UCLOUD INFORMATION TECHNOLOGY HK LIMITED, HK",HK,UCLOUD INFORMATION TECHNOLOGY HK LIMITED; IRT-UCLOUD-HK,,123.58.208.0 - 123.58.223.255,UCLOUD-HK,ALLOCATED NON-PORTABLE,123.58.208.0,123.58.223.255,HK,,hegui@ucloud.cn,HK,Hong Kong,Hong Kong,"22.2783,114.1747",AS135377 UCLOUD INFORMATION TECHNOLOGY (HK) LIMITED,,,True
196.196.253.20,58065,afrinic,"PACKETEXCHANGE, GB",ZA,Network Infrastructure Team,,196.196.192.0 - 196.196.255.255,,ASSIGNED PA,196.196.192.0,196.196.255.255,ZA,196.196.0.0 - 196.196.255.255,,EE,Harjumaa,Tallinn,"59.4370,24.7535",AS58065 Orion Network Limited,,,True
20.169.51.3,8075,arin,"MICROSOFT-CORP-MSN-AS-BLOCK - Microsoft Corporation, US",,"Prachi Singh; Microsoft Corporation; Microsoft Abuse Contact; Dawn Bedard; Microsoft Routing, Peering, and DNS",,NET-20-160-0-0-1,MSFT,DIRECT ALLOCATION,20.160.0.0,20.175.255.255,,NET-20-0-0-0-0,,US,Arizona,Phoenix,"33.4484,-112.0740",AS8075 Microsoft Corporation,azpdws0pzq7m.stretchoid.com,azpdws0pzq7m.stretchoid.com,True
75.119.132.162,51167,ripencc,"CONTABO, DE",DE,CONTABO ABUSE DEPARTMENT; Johannes Selg; MNT-CONTABO,,75.119.128.0 - 75.119.143.255,CONTABO,ASSIGNED PA,75.119.128.0,75.119.143.255,DE,75.119.128.0 - 75.119.159.255,abuse@contabo.de,FR,Grand Est,Lauterbourg,"48.9751,8.1785",AS51167 Contabo GmbH,vmi2743230.contaboserver.net,vmi2743230.contaboserver.net,True
65.49.1.157,6939,arin,"HURRICANE - Hurricane Electric LLC, US",,"NOC; The Shadowserver Foundation, Inc.; Abuse",,NET-65-49-1-0-1,HURRICANE-CE2897-409C062A,ALLOCATION,65.49.1.0,65.49.1.255,,NET-65-49-0-0-1,,US,California,San Francisco,"37.7749,-122.4194",AS6939 Hurricane Electric LLC,scan-71-05.shadowserver.org,scan-71-05.shadowserver.org,True
